school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,15,U,GT3,T,2.0,2.0,other,other,home,mother,1.0,1.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,2.0,2.0,1.0,2.0,5.0,8,-0.14548077945226706,0.14765857072539595,12
GP,M,15,U,GT3,T,4.0,2.0,health,services,other,mother,1.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,2.0,2.0,4.0,2.0,4.0,1.0,0,-0.14548077945226706,-0.1958196099225682,11
GP,M,16,U,LE3,A,3.0,4.0,services,other,home,mother,1.0,2.0,0.0,1,1.0,1,1,1,1,1.0,0.0,5.0,3.0,3.0,1.0,1.0,5.0,2,0.21906372195515192,0.14765857072539595,13
GP,M,16,U,GT3,T,4.0,4.0,teacher,teacher,home,mother,1.0,2.0,0.0,0,1.0,1,1,1,1,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4,0.21906372195515192,-0.1958196099225682,12
GP,M,15,U,GT3,T,4.0,4.0,health,services,home,mother,1.0,2.0,0.0,0,1.0,1,0,0,1,1.0,0.0,5.0,4.0,2.0,3.0,4.0,5.0,0,-0.510025280859686,-0.1958196099225682,11
GP,M,15,U,GT3,T,4.0,4.0,services,services,reputation,mother,2.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,3.0,1.0,1.0,1.0,5.0,2,1.3126972261774088,1.1780931126692884,15
GP,M,15,R,GT3,T,4.0,3.0,teacher,at_home,course,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,1.0,4.0,5.0,2.0,1.0,1.0,5.0,0,0.5836082233625709,0.8346149320213242,15
GP,M,15,U,LE3,T,3.0,3.0,other,other,course,mother,1.0,2.0,0.0,0,0.0,0,1,0,1,1.0,0.0,5.0,3.0,2.0,1.0,1.0,2.0,0,0.5836082233625709,0.14765857072539595,12
GP,M,16,U,GT3,T,3.0,2.0,other,other,home,mother,1.0,1.0,0.0,0,1.0,0,0,0,1,1.0,0.0,5.0,4.0,3.0,1.0,1.0,5.0,4,0.21906372195515192,0.14765857072539595,12
GP,F,15,U,GT3,T,2.0,3.0,other,other,other,father,2.0,1.0,0.0,0,1.0,0,1,1,1,0.0,0.0,3.0,5.0,1.0,1.0,1.0,5.0,4,-0.14548077945226706,-0.1958196099225682,11
GP,M,15,U,LE3,T,4.0,3.0,teacher,services,home,mother,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,4.0,3.0,1.0,1.0,4.0,0,0.9481527247699899,0.8346149320213242,14
GP,M,16,R,GT3,A,4.0,4.0,teacher,teacher,reputation,mother,2.0,3.0,0.0,0,1.0,0,1,1,1,1.0,1.0,2.0,4.0,3.0,1.0,1.0,5.0,4,0.5836082233625709,0.4911367513733601,13
GP,F,15,R,GT3,T,3.0,4.0,services,health,course,mother,1.0,3.0,0.0,1,1.0,0,1,1,1,1.0,0.0,4.0,3.0,2.0,1.0,1.0,5.0,2,-0.14548077945226706,0.14765857072539595,12
GP,F,15,R,GT3,T,2.0,2.0,at_home,other,course,mother,1.0,1.0,0.0,1,1.0,0,1,1,1,0.0,0.0,4.0,3.0,1.0,1.0,1.0,2.0,8,0.9481527247699899,0.4911367513733601,12
GP,F,16,U,LE3,T,3.0,2.0,other,other,home,mother,2.0,2.0,0.0,0,1.0,0,1,0,1,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,16,-0.14548077945226706,-0.1958196099225682,10
GP,M,15,U,LE3,T,4.0,4.0,teacher,other,home,other,1.0,1.0,0.0,0,1.0,0,0,0,1,1.0,1.0,4.0,4.0,3.0,2.0,4.0,5.0,8,-0.510025280859686,-0.1958196099225682,11
GP,M,15,U,GT3,T,4.0,4.0,services,teacher,course,father,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,3.0,3.0,1.0,1.0,5.0,0,0.9481527247699899,1.1780931126692884,15
GP,M,15,U,GT3,T,3.0,2.0,services,services,course,father,1.0,1.0,0.0,1,1.0,0,0,1,1,1.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,0,-0.874569782267105,-0.5392977905705323,10
GP,F,16,U,LE3,T,2.0,2.0,other,at_home,course,father,2.0,2.0,1.0,1,0.0,0,1,1,1,1.0,0.0,4.0,3.0,3.0,2.0,2.0,5.0,14,-0.510025280859686,-0.1958196099225682,11
GP,F,15,U,LE3,A,4.0,2.0,other,other,course,mother,1.0,2.0,0.0,1,1.0,1,1,1,1,1.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,4,-0.510025280859686,-0.1958196099225682,11
GP,F,16,U,LE3,A,3.0,3.0,other,services,home,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,2.0,3.0,5.0,1.0,4.0,3.0,6,0.5836082233625709,0.14765857072539595,13
GP,M,16,U,GT3,T,4.0,3.0,health,services,reputation,mother,1.0,4.0,0.0,0,0.0,0,1,1,1,1.0,0.0,4.0,2.0,2.0,1.0,1.0,2.0,2,2.041786228992247,1.8650494739652166,17
GP,M,15,U,GT3,T,4.0,2.0,teacher,other,home,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,0.0,0.0,4.0,3.0,3.0,2.0,2.0,5.0,4,-0.14548077945226706,0.14765857072539595,13
GP,F,15,U,GT3,T,4.0,4.0,services,teacher,other,father,2.0,2.0,0.0,1,1.0,0,1,0,1,1.0,0.0,4.0,4.0,4.0,1.0,1.0,3.0,2,0.5836082233625709,0.14765857072539595,12
GP,F,16,U,LE3,T,2.0,2.0,services,services,course,mother,3.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,2.0,3.0,4.0,0,0.9481527247699899,0.4911367513733601,13
GP,F,15,U,LE3,T,4.0,2.0,health,services,other,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,1.0,2.0,5.0,0,1.677241727584828,0.8346149320213242,16
GP,M,15,U,LE3,A,4.0,2.0,health,health,other,father,2.0,1.0,0.0,0,0.0,0,0,1,1,0.0,0.0,5.0,5.0,5.0,3.0,4.0,5.0,4,-0.510025280859686,-0.8827759712184965,9
GP,F,15,U,GT3,T,4.0,4.0,services,services,course,mother,1.0,1.0,0.0,1,1.0,0,0,1,1,1.0,0.0,3.0,3.0,4.0,2.0,3.0,5.0,0,0.5836082233625709,0.14765857072539595,12
GP,F,15,U,LE3,A,3.0,3.0,other,other,other,mother,1.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,5.0,3.0,4.0,4.0,4.0,1.0,0,0.5836082233625709,0.14765857072539595,13
GP,F,16,U,GT3,A,2.0,1.0,other,other,other,mother,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,2,0.21906372195515192,0.4911367513733601,12
GP,F,15,U,GT3,A,4.0,3.0,services,services,reputation,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,0,1.3126972261774088,0.8346149320213242,15
GP,M,15,U,GT3,T,4.0,4.0,teacher,health,reputation,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,0.0,0.0,3.0,2.0,3.0,1.0,1.0,5.0,8,1.3126972261774088,1.1780931126692884,16
GP,M,15,U,LE3,T,1.0,2.0,other,at_home,home,father,1.0,2.0,0.0,1,1.0,0,1,1,1,1.0,0.0,4.0,3.0,2.0,1.0,2.0,5.0,0,0.9481527247699899,0.4911367513733601,14
GP,F,16,U,GT3,T,4.0,2.0,services,other,course,mother,1.0,2.0,0.0,0,1.0,1,0,1,1,1.0,0.0,4.0,2.0,3.0,1.0,1.0,5.0,2,1.677241727584828,1.1780931126692884,16
GP,F,16,R,GT3,T,4.0,4.0,health,teacher,other,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,0.0,0.0,4.0,4.0,4.0,2.0,3.0,4.0,0,2.041786228992247,1.5215712933172525,16
GP,F,16,U,GT3,T,1.0,1.0,services,services,course,father,4.0,1.0,0.0,1,1.0,0,1,0,1,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,0,-0.510025280859686,-0.5392977905705323,16
GP,F,16,U,LE3,T,1.0,2.0,other,services,course,father,1.0,2.0,0.0,1,0.0,0,1,1,1,1.0,0.0,4.0,4.0,3.0,1.0,1.0,1.0,0,0.5836082233625709,0.4911367513733601,10
GP,F,16,U,GT3,T,4.0,3.0,teacher,health,home,mother,1.0,2.0,0.0,1,1.0,0,1,1,1,1.0,0.0,3.0,4.0,4.0,2.0,4.0,4.0,0,0.9481527247699899,0.4911367513733601,13
GP,F,15,U,LE3,T,4.0,3.0,services,services,reputation,father,1.0,2.0,0.0,1,0.0,0,1,1,1,1.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,0,0.5836082233625709,0.14765857072539595,12
GP,F,16,U,LE3,T,4.0,3.0,teacher,services,course,mother,3.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,4.0,3.0,1.0,2.0,1.0,2,1.677241727584828,1.1780931126692884,16
GP,M,15,U,GT3,A,4.0,4.0,other,services,reputation,mother,1.0,4.0,0.0,0,1.0,0,1,0,1,1.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,0,-0.14548077945226706,0.14765857072539595,12
GP,F,16,U,GT3,T,3.0,1.0,services,other,course,mother,1.0,4.0,0.0,1,1.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,1.0,2.0,5.0,0,-0.510025280859686,-0.8827759712184965,10
GP,F,15,R,LE3,T,2.0,2.0,health,services,reputation,mother,2.0,2.0,0.0,1,1.0,0,0,1,1,1.0,0.0,4.0,1.0,3.0,1.0,3.0,4.0,0,-0.14548077945226706,-0.5392977905705323,11
GP,F,15,R,LE3,T,3.0,1.0,other,other,reputation,father,2.0,4.0,0.0,0,1.0,0,0,0,1,1.0,0.0,4.0,4.0,2.0,2.0,3.0,3.0,6,1.3126972261774088,1.1780931126692884,15
GP,M,16,U,GT3,T,3.0,1.0,other,other,reputation,father,2.0,4.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,3.0,3.0,1.0,1.0,5.0,2,0.5836082233625709,-0.1958196099225682,11
GP,M,15,U,GT3,T,4.0,2.0,other,other,course,mother,1.0,4.0,0.0,0,0.0,0,0,1,1,1.0,0.0,3.0,3.0,3.0,1.0,1.0,3.0,0,-0.14548077945226706,-0.8827759712184965,10
GP,F,15,R,GT3,T,1.0,1.0,other,other,reputation,mother,1.0,2.0,0.0,1,1.0,0,0,0,1,1.0,1.0,3.0,3.0,4.0,2.0,4.0,5.0,2,0.5836082233625709,-0.1958196099225682,11
GP,M,16,U,GT3,T,3.0,1.0,other,other,reputation,mother,1.0,1.0,0.0,0,0.0,0,1,1,1,0.0,0.0,5.0,3.0,2.0,2.0,2.0,5.0,0,0.5836082233625709,0.4911367513733601,14
GP,F,16,U,GT3,T,3.0,3.0,other,services,home,mother,1.0,2.0,0.0,1,1.0,0,1,1,1,1.0,0.0,4.0,3.0,3.0,2.0,4.0,5.0,4,-0.14548077945226706,-0.1958196099225682,11
GP,M,15,U,GT3,T,4.0,3.0,teacher,other,home,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,3.0,3.0,2.0,3.0,5.0,0,-0.14548077945226706,-0.1958196099225682,11
GP,M,15,U,GT3,T,4.0,0.0,teacher,other,course,mother,2.0,4.0,0.0,0,0.0,0,1,1,1,1.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,0,0.21906372195515192,-0.1958196099225682,11
GP,F,16,U,GT3,T,2.0,2.0,other,other,reputation,mother,1.0,4.0,0.0,0,0.0,0,0,1,1,1.0,1.0,5.0,2.0,3.0,1.0,3.0,3.0,1,0.5836082233625709,0.4911367513733601,13
GP,M,17,U,GT3,T,2.0,1.0,other,other,home,mother,2.0,1.0,3.0,1,1.0,0,1,1,0,1.0,0.0,4.0,5.0,1.0,1.0,1.0,3.0,0,-0.874569782267105,-0.8827759712184965,10
GP,F,16,U,GT3,T,3.0,4.0,at_home,other,course,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,2.0,4.0,3.0,1.0,2.0,3.0,14,0.21906372195515192,-0.1958196099225682,11
GP,M,15,U,GT3,T,2.0,3.0,other,services,course,father,1.0,1.0,0.0,1,1.0,0,1,0,1,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,0,-0.14548077945226706,-0.1958196099225682,12
GP,M,15,U,GT3,T,2.0,3.0,other,other,course,mother,1.0,3.0,0.0,1,0.0,0,0,0,1,1.0,1.0,5.0,3.0,2.0,1.0,2.0,5.0,2,-0.510025280859686,-0.8827759712184965,9
GP,F,15,U,LE3,T,3.0,2.0,services,other,reputation,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,1.0,0.0,4.0,4.0,4.0,1.0,1.0,5.0,4,0.21906372195515192,-0.1958196099225682,11
GP,M,15,U,LE3,T,2.0,2.0,services,services,home,mother,2.0,2.0,0.0,0,0.0,1,1,1,1,1.0,0.0,5.0,3.0,3.0,1.0,3.0,4.0,2,0.5836082233625709,0.14765857072539595,13
GP,F,15,U,GT3,T,1.0,1.0,other,other,home,father,1.0,2.0,0.0,0,1.0,0,1,0,1,1.0,0.0,4.0,3.0,2.0,2.0,3.0,4.0,2,0.5836082233625709,0.14765857072539595,12
GP,F,15,U,GT3,T,3.0,4.0,services,services,reputation,father,2.0,2.0,0.0,0,0.0,0,0,1,1,1.0,1.0,4.0,4.0,4.0,2.0,3.0,5.0,4,0.21906372195515192,-0.1958196099225682,12
GP,F,16,U,LE3,T,2.0,2.0,at_home,other,course,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,0.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,6,0.5836082233625709,-0.1958196099225682,11
GP,F,15,U,GT3,T,4.0,2.0,other,other,reputation,mother,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,3.0,3.0,1.0,3.0,1.0,4,1.3126972261774088,1.1780931126692884,15
GP,M,16,U,GT3,T,2.0,2.0,services,other,reputation,father,2.0,2.0,0.0,0,0.0,0,1,0,1,1.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,6,0.21906372195515192,-0.5392977905705323,11
GP,M,16,U,LE3,A,4.0,4.0,teacher,health,reputation,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,0.0,0.0,4.0,1.0,3.0,3.0,5.0,5.0,6,-0.874569782267105,-0.8827759712184965,10
GP,F,16,U,GT3,T,3.0,3.0,other,other,home,mother,1.0,3.0,0.0,0,1.0,0,0,1,1,1.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,2,-0.874569782267105,-0.1958196099225682,11
GP,F,15,U,GT3,T,4.0,3.0,services,other,reputation,mother,1.0,1.0,0.0,0,0.0,0,1,1,1,1.0,0.0,4.0,5.0,5.0,1.0,3.0,1.0,6,0.9481527247699899,0.4911367513733601,13
GP,F,16,U,LE3,T,3.0,1.0,other,other,home,father,1.0,2.0,0.0,1,1.0,0,0,1,1,0.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,0,0.21906372195515192,0.4911367513733601,12
GP,F,16,U,GT3,T,4.0,2.0,teacher,services,home,mother,2.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,3.0,3.0,1.0,1.0,1.0,2,0.5836082233625709,0.8346149320213242,14
GP,M,15,U,LE3,T,2.0,2.0,services,health,reputation,mother,1.0,4.0,0.0,0,1.0,0,1,1,1,1.0,0.0,4.0,3.0,4.0,1.0,1.0,4.0,2,-0.14548077945226706,0.14765857072539595,12
GP,F,15,R,GT3,T,1.0,1.0,at_home,other,home,mother,2.0,4.0,0.0,1,1.0,1,1,1,1,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,4,0.5836082233625709,0.4911367513733601,13
GP,M,16,R,GT3,T,4.0,3.0,services,other,reputation,mother,2.0,1.0,0.0,1,1.0,1,1,0,1,1.0,0.0,3.0,3.0,3.0,1.0,1.0,4.0,6,-0.874569782267105,-0.1958196099225682,11
GP,F,16,U,GT3,T,2.0,1.0,other,other,course,mother,1.0,2.0,0.0,0,1.0,0,0,1,1,0.0,1.0,4.0,3.0,5.0,1.0,1.0,5.0,0,0.5836082233625709,0.14765857072539595,12
GP,F,16,U,GT3,T,4.0,4.0,other,other,reputation,mother,1.0,1.0,0.0,0,0.0,0,1,0,1,1.0,0.0,5.0,3.0,4.0,1.0,2.0,1.0,4,0.21906372195515192,0.4911367513733601,13
GP,F,16,U,GT3,T,4.0,3.0,other,at_home,course,mother,1.0,3.0,0.0,1,1.0,0,0,1,1,1.0,0.0,5.0,3.0,5.0,1.0,1.0,3.0,2,0.21906372195515192,0.4911367513733601,13
GP,M,16,U,GT3,T,4.0,4.0,services,services,other,mother,1.0,1.0,0.0,1,1.0,0,1,1,1,1.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,12,-0.874569782267105,-0.8827759712184965,8
GP,M,16,U,GT3,T,4.0,4.0,services,teacher,other,father,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,0,1.677241727584828,1.5215712933172525,16
GP,M,15,U,GT3,T,4.0,4.0,services,other,course,mother,1.0,1.0,0.0,0,1.0,1,1,0,1,1.0,0.0,5.0,3.0,3.0,1.0,1.0,5.0,2,0.21906372195515192,0.4911367513733601,12
GP,F,15,U,GT3,T,3.0,2.0,services,other,home,mother,2.0,2.0,0.0,1,1.0,0,0,1,1,1.0,0.0,4.0,3.0,5.0,1.0,1.0,2.0,16,-0.14548077945226706,-0.5392977905705323,10
GP,M,15,U,GT3,A,3.0,4.0,services,other,course,mother,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,4.0,4.0,1.0,1.0,1.0,0,1.677241727584828,1.5215712933172525,16
GP,F,15,U,GT3,A,3.0,3.0,other,health,reputation,father,1.0,4.0,0.0,1,1.0,0,0,1,1,0.0,0.0,4.0,3.0,3.0,1.0,1.0,4.0,10,-0.510025280859686,-0.5392977905705323,10
GP,F,15,U,GT3,T,2.0,2.0,other,other,course,mother,1.0,4.0,0.0,1,1.0,0,0,1,1,1.0,0.0,5.0,1.0,2.0,1.0,1.0,4.0,4,-0.510025280859686,-0.5392977905705323,10
GP,M,16,U,GT3,T,3.0,3.0,other,other,course,father,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,3.0,3.0,1.0,1.0,5.0,4,0.5836082233625709,0.8346149320213242,14
GP,M,15,R,GT3,T,4.0,4.0,other,other,home,father,4.0,4.0,0.0,0,1.0,0,1,1,1,1.0,1.0,1.0,3.0,5.0,3.0,5.0,1.0,8,0.21906372195515192,-0.5392977905705323,11
GP,F,16,U,LE3,T,4.0,4.0,health,health,other,mother,1.0,3.0,0.0,0,1.0,0,1,1,1,1.0,1.0,5.0,4.0,5.0,1.0,1.0,4.0,2,1.3126972261774088,1.1780931126692884,14
GP,M,15,U,LE3,A,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,0.0,0,0.0,0,1,1,1,1.0,0.0,5.0,5.0,3.0,1.0,1.0,4.0,4,0.5836082233625709,0.8346149320213242,14
GP,F,16,R,GT3,T,3.0,3.0,services,other,reputation,father,1.0,3.0,0.0,1,1.0,0,1,1,1,1.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,4,-0.14548077945226706,-0.1958196099225682,11
GP,F,16,U,GT3,T,2.0,2.0,at_home,other,home,mother,1.0,2.0,1.0,1,0.0,0,1,1,1,1.0,0.0,3.0,1.0,2.0,1.0,1.0,5.0,12,-1.2391142836745241,-0.5392977905705323,10
GP,M,15,U,LE3,T,4.0,2.0,teacher,other,course,mother,1.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,3.0,5.0,2.0,1.0,1.0,3.0,10,2.4063307303996657,1.8650494739652166,18
GP,M,15,R,GT3,T,2.0,1.0,health,services,reputation,mother,1.0,2.0,0.0,0,0.0,0,1,1,1,1.0,1.0,5.0,4.0,2.0,1.0,1.0,5.0,4,-0.510025280859686,-0.8827759712184965,10
GP,M,16,U,GT3,T,4.0,4.0,teacher,teacher,course,father,1.0,2.0,0.0,0,1.0,0,1,1,1,1.0,0.0,5.0,4.0,4.0,1.0,2.0,5.0,6,1.677241727584828,0.8346149320213242,14
GP,M,15,U,GT3,T,4.0,4.0,other,teacher,reputation,father,2.0,2.0,0.0,0,1.0,0,1,1,1,0.0,0.0,4.0,4.0,3.0,1.0,2.0,2.0,4,1.677241727584828,1.1780931126692884,16
GP,M,16,U,GT3,T,3.0,3.0,other,services,home,father,2.0,1.0,0.0,0,0.0,0,1,1,1,1.0,0.0,5.0,4.0,2.0,1.0,1.0,5.0,6,0.9481527247699899,0.8346149320213242,15
GP,M,17,R,GT3,T,1.0,3.0,other,other,course,father,3.0,2.0,1.0,0,1.0,0,1,1,1,1.0,0.0,5.0,2.0,4.0,1.0,4.0,5.0,14,0.21906372195515192,-0.1958196099225682,11
GP,M,15,U,GT3,T,3.0,4.0,other,other,reputation,father,1.0,1.0,0.0,0,0.0,0,0,1,1,1.0,0.0,3.0,4.0,3.0,1.0,2.0,4.0,2,0.9481527247699899,0.4911367513733601,14
GP,F,15,U,GT3,T,1.0,2.0,at_home,services,course,mother,1.0,2.0,0.0,0,0.0,0,0,0,1,1.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,0,0.9481527247699899,0.8346149320213242,14
